x,y
689.0067,327092311
-826.9873,-565583225.7
-264.032,-18406435.63
-273.9587,-20561523.49
125.082,1956971.272
422.1436,75228192.7
357.6874,45762624.72
-725.806,-382350499.7
-935.8634,-819666884.3
-807.9315,-527379959.8
393.8818,61107953.83
-854.5683,-624080102.5
311.9323,30351561.72
368.422,50007675.46
669.0557,299493102.7
717.468,369324065.2
-872.2972,-663733037.5
87.9232,679689.3391
343.0986,40388417.58
-660.2438,-287814715.5
-7.4177,-408.1387166
239.8615,13800081.01
981.9059,946693965.4
-592.6034,-208109744.8
996.9127,990766664.8
319.9476,32751905.36
278.1436,21518263.15
-307.5708,-29096135.25
-416.2862,-72139984.13
940.5104,831937703.1
-386.9347,-57931268.2
-874.4642,-668691962.8
497.9394,123460910.4
861.5701,639546102
223.2989,11134218.79
966.3384,902376367.9
685.1652,321651729
683.2738,318995314.7
-11.9478,-1705.547552
979.0485,938453199.1
-252.904,-16175849.4
-407.1724,-67504852.96
-790.4197,-493825221.9
-20.8921,-9118.980516
987.3812,962619293
-546.4637,-163186397.5
-624.9625,-244096682.3
362.5396,47650378.39
-459.2894,-96885607.6
-359.1826,-46338915.93
760.6562,440114045.4
-412.7162,-70299874.32
-598.2797,-214147397.9
-829.8826,-571544403.7
-623.8704,-242819266.1
186.6679,6504425.222
-634.473,-255410905.2
-687.9199,-325546940.7
-507.69,-130856658.9
-548.9407,-165415535.6
151.6382,3486790.561
832.6039,577185380.7
285.4204,23251717.15
-115.3894,-1536376.817
789.4092,491933672.2
971.7349,917578866.2
880.5064,682649145.6
214.5237,9872470.315
-261.8479,-17953423.92
-541.9459,-159172414.9
597.3858,213188947.4
-694.4217,-334865072
-772.6478,-461258855.5
366.1431,49085425.8
-613.7538,-231197206.4
595.3569,211024157
-751.2588,-424002792.3
-499.7418,-124806450
293.6423,25319542.33
688.6843,326633366.7
301.2135,27328972.11
368.8659,50188651.33
-203.4605,-8422486.476
-207.8428,-8978524.114
-592.8638,-208384206.2
-499.9314,-124948557.1
-533.0227,-151438784.3
462.6892,99053103.49
80.6027,523659.2383
-465.9904,-101188442
-308.2858,-29299523.89
769.0921,454920021.6
294.238,25473949.28
-418.6419,-73371614.96
-549.7464,-166144964.1
238.3549,13541670.84
49.3312,120050.7949
-526.7473,-146152737.6
-970.5359,-914186520.8
-591.2585,-206696056.9
-189.2898,-6782372.481
-858.0655,-631773379.3
978.5474,937012969.4
947.5229,850685724.2
484.1985,113519460.7
166.0615,4579381.966
929.1228,802083075.3
363.667,48096301.55
-957.845,-878791220.8
-42.4455,-76470.68167
-720.517,-374052615.9
906.689,745375374.6
252.836,16162804.98
99.8835,996509.0701
36.4577,48458.25833
-259.5425,-17483382.16
777.2114,469480422.1
160.511,4135370.272
611.4079,228556269
558.574,174277832.5
-475.8294,-107734256
510.5813,133105105.6
-630.5689,-250725001.1
412.4074,70142194.33
746.0013,415163106.4
-338.9506,-38941190.19
92.0191,779173.0879
-970.3074,-913540973
-823.4647,-558386564.6
249.2625,15487126.28
-957.0712,-876663132.9
-773.8505,-463416190.3
-967.5032,-905643408
11.4982,1520.160962
-776.3027,-467835625.4
761.096,440877888.9
-556.2858,-172144805.5
884.2033,691283823.6
-174.881,-5348449.308
-544.4871,-161422022.6
460.7696,97825359.89
-535.2446,-153340502.9
450.1797,91234211.35
-543.083,-160176435.6
-478.4825,-109546416.5
-917.3985,-772100932.7
795.0912,502632816.9
855.9522,627116947.5
-568.0579,-183306477.5
-293.4343,-25265775.54
946.9381,849111596.5
958.216,879812757.2
-453.5112,-93274740.8
811.9833,535354295.5
219.2018,10532521.35
227.0186,11699958.55
956.1462,874123729.6
-596.4104,-212146379.2
-567.351,-182623000.5
190.4361,6906338.117
23.8932,13640.26963
104.0866,1127676.337
-973.8219,-923503639.1
977.2145,933189207.3
-299.3968,-26837463.25
723.1001,378090064.3
153.9111,3645942.593
-10.5251,-1165.946686
823.2736,557997903.5
77.4825,465169.1181
74.5132,413713.4538
9.4328,839.308998
-84.3069,-599224.2234
-270.4309,-19777388.31
847.9159,609618780.1
915.9962,768565730.8
-90.8983,-751047.2895
-204.3857,-8537908.975
957.7176,878440611.5
-877.9995,-676834995.7
-13.2089,-2304.623345
-624.5853,-243654970.8
-567.8711,-183125701.6
394.9659,61613915.02
703.2379,347781763.3
-706.8037,-353098963.6
-177.6211,-5603813.407
-313.8255,-30907557.67
513.3565,135287351.9
-723.2764,-378366679.6
141.2339,2817194.652
679.464,313689046.7
-491.7709,-118929194.9
-494.669,-121044227.8
843.0155,599110152.8
-567.6468,-182908792.1
-611.3621,-228504910
-881.844,-685764964
-848.6413,-611184722.7
897.5144,722976657.8
475.8903,107775627
929.6092,803343417.3
-408.9878,-68411806.7
383.6015,56447003.23
813.8044,538964426.1
-204.1469,-8508017.381
103.5738,1111091.259
967.4231,905418490.9
833.0951,578207526.1
193.8187,7280932.904
313.2196,30728884.27
381.1924,55390170.25
283.2487,22724993.93
-911.2869,-756772569
-149.2862,-3327047.416
745.0606,413594536.8
785.9181,485435879.3
-833.5221,-579097056.7
220.3102,10693104.58
505.3576,129061409.6
-429.4384,-79195887.16
896.1096,719587134.2
-447.1655,-89413864.9
-801.4761,-514839344.5
18.3476,6176.43379
-0.7111,-0.359577109
329.8349,35883088.81
-794.8959,-502262519.4
358.5151,46081048.93
64.1621,264140.9341
-726.0945,-382806621.5
766.7104,450706750.5
-88.9316,-703344.8597
-972.4627,-919642127.1
971.766,917666969.3
705.8848,351723584.6
402.3513,65135271.33
-311.1282,-30117445.23
998.1717,994525121.9
-716.6153,-368008821.2
51.2195,134371.1407
476.0105,107857313.3
-161.6486,-4223921.544
-864.2739,-645586134.2
-884.4484,-691858851.9
-779.5942,-473811719.1
589.0585,204397359.7
652.9975,278441878.9
-592.4134,-207909637
45.4242,93726.38399
-149.5222,-3342851.123
591.7855,207249246.1
275.5819,20929173.11
177.038,5548805.273
-415.1803,-71566571.98
-556.6434,-172477001.1
355.6416,44981886.59
665.6285,294914228.5
-894.6813,-716151787.7
-820.4419,-552259881.1
679.2514,313394684.9
-153.2917,-3602101.297
555.9755,171856895.5
91.4185,764015.6826
881.8027,685668617.8
-677.0347,-310336447.5
165.6591,4546172.313
-468.4716,-102813419.5
624.7668,243867445.7
-824.8643,-561238588.1
636.4979,257864124.8
65.8078,284991.6376
-389.6012,-59137213.58
815.0722,541487258.9
743.0583,410268967.9
831.5854,575069808.8
-234.3192,-12865409.9
306.8192,28883352.44
-730.3203,-389529288.3
-704.2268,-349250989.8
193.208,7212325.435
911.9353,758389097.9
413.0928,70492494.08
154.0838,3658229.447
-74.015,-405470.47
824.3195,560127274.9
-525.4289,-145058061.5
-591.6798,-207138214.3
-472.7196,-105635727.7
929.7803,803787079.1
498.7349,124053573.7
697.537,339392114.4
-899.7806,-728466988
-321.1622,-33126326.09
246.263,14934734.19
79.7131,506511.2512
41.2115,69993.10603
633.3804,254093678.1
-870.6466,-659972326.1
-416.0845,-72035174.61
-859.9461,-635936414.2
36.2565,47660.39444
379.8761,54818344.02
194.5178,7360003.945
-512.4454,-134568309.6
-74.7978,-418472.0658
597.7586,213588319.7
-889.8715,-704663689.5
788.19,489657895.4
-962.5636,-891842785.6
644.1107,267227741.5
-941.61,-834859101.9
-482.2716,-112169572.3
-978.4323,-936682364.5
-549.7483,-166146686.8
642.1105,264745943.9
495.2017,121435700
709.815,357631297.4
570.4545,185636354.5
634.4671,255403780
784.1124,482097595.7
895.2045,717408916.1
-24.8842,-15408.87917
891.0668,707507076.7
-472.435,-105445049.1
-378.6652,-54295793.39
-274.9496,-20785442.6
-954.3001,-869070299.2
-455.4414,-94470783.54
-609.7515,-226703712.4
-989.4169,-968585520.7
-224.2912,-11283314.76
-449.3669,-90740932.6
-310.21,-29851584.02
-222.649,-11037284.74
-523.3492,-143342407.3
-591.7424,-207203967.3
-319.5453,-32628514.55
402.0218,64975377.47
-607.1339,-223796581.6
-231.7817,-12451951.82
-245.3505,-14769331.63
-321.1043,-33108413.01
548.333,164866778
40.217,65047.2609
574.3834,189498440.5
-94.6468,-847847.6198
27.0047,19693.28069
-37.9846,-54805.31423
164.0991,4418945.014
396.7027,62430306.78
-684.1769,-320261859.4
691.9451,331295025.4
162.3516,4279270.295
84.945,612933.6462
-19.9326,-7919.392259
-936.8998,-822393063.7
716.3094,367537749
931.9836,809514832.5
-49.8051,-123543.9405
-1.2221,-1.82524107
-933.4457,-813330723.9
323.9818,34006492.63
949.538,856124743.2
517.6373,138700073
-375.0737,-52765473.3
185.5805,6391415.057
-499.0977,-124324495.5
-679.6136,-313896290.4
-465.0225,-100559220.9
-448.9258,-90473980.03
668.1872,298328301.6
-507.153,-130441864.1
-39.2922,-60662.32311
325.5755,34510809.67
794.6448,501786690
-650.2037,-274883270.7
448.8401,90422175.44
-934.8225,-816934938.6
-272.2254,-20173717.45
-286.5155,-23520381.66
405.5472,66699752.41
-482.5045,-112332158.5
402.4103,65163929.46
-465.0628,-100585367.3
289.393,24236174.23
-702.5283,-346730041
-65.5047,-281071.8719
314.4088,31080219.63
-912.8897,-760772702.3
305.7524,28583119.44
-702.9646,-347376444.6
422.3645,75346351.1
606.4044,222990844.1
-663.8463,-292551693.9
-609.4394,-226355777.2
380.1284,54927641.68
-485.4262,-114385148.1
676.42,309491923.6
1.4258,2.898516862
-71.0495,-358660.1105
-248.1451,-15279780.36
400.9747,64468996.97
-349.3238,-42626976.3
686.4061,323402522.6
-32.757,-35148.9505
-198.4313,-7813228.632
573.8792,188999847
-116.1167,-1565611.687
783.8257,481568971.8
77.0605,457609.9592
-353.8581,-44308538.36
857.0403,629511592.1
223.1033,11104985.16
940.976,833173868
-978.8666,-937930223.2
328.448,35432342.48
996.0502,988197341.1
644.8744,268179397.3
-567.3105,-182583894
205.9077,8730070.736
822.7664,556967229.6
900.9072,731206718.9
162.3468,4278890.751
992.1736,976704078.2
-913.5868,-762516855.2
-577.5207,-192620570.9
-906.4615,-744814442.4
475.0863,107230299.9
562.8497,178310663.8
598.9055,214820095
873.6712,666874420.1
1.4101,2.803817472
89.0856,707005.0698
648.8367,273153154.5
-956.6172,-875416152.7
-246.253,-14932914.9
-752.7574,-426545240.8
-705.0154,-350425588.1
156.3147,3819437.998
-458.7245,-96528555.65
761.0866,440861553.8
26.2603,18109.19101
942.4025,836968837.9
-599.4628,-215420343.3
272.4998,20234783.57
-997.5407,-992640229.6
603.1123,219378749.7
202.0831,8252584.623
844.7396,602793500.5
915.3617,766969707
-633.6621,-254432858.3
-707.1572,-353629024.2
-660.5312,-288190731
337.268,38364135.11
-733.4401,-394542645.7
-333.5377,-37105201.03
225.0613,11399937.47
-383.4154,-56364889.17
-44.9849,-91033.29828
-695.432,-336328764.6
973.1992,921733198.1
290.8365,24600658.3
897.2799,722410114
641.0224,263402333.2
456.9046,95384232.89
676.6922,309865704.4
907.9756,748552962.9
-481.4163,-111573837.9
-599.0975,-215026765.4
-621.8736,-240495171.4
-712.5442,-361772397.5
-962.398,-891382565.4
-50.9823,-132512.9348
667.6923,297665912.3
-429.2769,-79106570.56
328.5079,35451731.71
592.0899,207569222.5
-691.1975,-330222359.4
401.0906,64524916.59
-992.4736,-977590313.7
-388.5606,-58664622.89
-991.9089,-975922568
-518.2376,-139183181.1
-854.9557,-624929226.8
856.029,627285766.2
-917.5092,-772380468.5
774.0919,463850008.9
61.9168,237369.8246
-112.4214,-1420845.866
-132.7452,-2339141.416
967.2633,904969890.9
717.6782,369648768.2
56.6115,181432.0413
512.8598,134895038.4
292.9846,25149790.98
94.4687,843070.3522
-735.6091,-398053346.4
-255.44,-16667356.19
-516.5641,-137839173.8
-570.9738,-186143785.4
447.4911,89609325.14
982.6521,948853928.1
-741.7533,-408111151
-277.5166,-21373069.52
-441.3997,-85999534.59
412.9068,70397316.67
-771.7,-459563470.8
365.4833,48820543.81
-130.9149,-2243712.642
32.1593,33259.80979
710.7865,359101742
-409.5809,-68709863.84
-488.287,-116419434.6
280.6879,22114191.9
427.8483,78319414.51
-112.1819,-1411784.384
-251.44,-15896558.19
73.3404,394484.3902
926.6428,795677480.8
993.8661,981710943.4
247.0155,15072060.1
-641.4719,-263956833.6
458.2195,96210107.8
800.7785,513496175
-149.4258,-3336389.678
350.2764,42976657.24
-782.8856,-479838305.6
-666.2625,-295757734
4.8227,112.1684559
-656.17,-282519944.2
-801.153,-514216952.1
629.1651,249054201.4
-261.0257,-17784833.65
-465.5134,-100878022.6
468.9693,103141451.9
-417.2522,-72643357
-362.4827,-47627945.97
557.7479,173505733.8
421.2677,74760893.78
833.6947,579456877.4
437.6094,83803069.62
535.3919,153467136.3
-916.2939,-769315329.1
-894.4453,-715585215.3
-439.7141,-85018057.15
-514.1875,-135945408.5
-530.9422,-149672404.3
-334.9691,-37584972.7
-348.7698,-42424488.7
438.1615,84120654.69
531.6456,150268057.3
-451.7122,-92169124.22
-172.6856,-5149539.238
840.7409,594273720.8
121.5003,1793626.661
-148.5481,-3277942.295
-518.1503,-139112854.4
-629.8576,-249877482.6
749.0604,420291410.6
-53.2736,-151194.5499
-43.5497,-82595.33194
-543.0999,-160191389.5
799.1955,510456912.8
-508.3692,-131382551.5
-91.8588,-775108.1495
-286.0038,-23394588.49
-924.9877,-791421552.9
638.1416,259867022.7
-272.0207,-20128242.76
579.6544,194763428.3
986.5694,960246920.4
862.9745,642678673.9
422.8181,75589367.43
740.1573,405482467.4
-118.6029,-1668345.233
-934.9558,-817284458.2
51.903,139822.6029
961.2665,888242240.8
569.7208,184920997
-41.1346,-69602.01865
-212.5412,-9601285.52
908.0749,748798584.3
733.6764,394924110.2
-174.6897,-5330916.708
220.6969,10749510.76
466.5427,101548659.6
-441.4946,-86055015.67
95.9944,884581.1802
53.8908,156510.6489
-866.771,-651198089
-51.9306,-140045.7782
-627.2277,-246760527
-605.7133,-222229305.7
-990.6083,-972088683.7
-868.0839,-654161687.2
900.4788,730164103.1
480.4469,110901185
467.416,102119980.6
-821.5832,-554567801.1
630.1829,250264842.3
-892.7525,-711530015.2
445.2606,88276031.63
-398.4352,-63251830.49
-694.4667,-334930176.1
876.3386,673001177.9
862.4973,641613115
944.0288,841309380.5
739.067,403693199.3
-745.1016,-413662819.7
-590.048,-205429130.5
820.4572,552290778.2
-630.0178,-250068195.1
47.8504,109561.1842
-445.2711,-88282276.87
-157.8125,-3930286.407
-411.0659,-69459932.04
127.1771,2056964.293
186.0594,6441022.976
58.5945,201173.401
-374.3958,-52479888.59
810.8509,533117586.5
288.6532,24050777.98
178.8051,5716625.018
-993.2912,-980008322
-921.8194,-783316962.7
-397.8844,-62989873.45
-777.7573,-470470382.2
-86.7854,-653642.0878
267.0542,19045756.94
-0.6278,-0.247436597
376.7092,53458735.28
872.1645,663430168.3
-514.8394,-136463129.4
290.3698,24482419.56
-10.3356,-1104.096619
-134.795,-2449183.637
126.1417,2007132.48
-33.7099,-38306.4929
150.539,3411513.391
-354.5225,-44558586.91
912.927,760865960
-102.4904,-1076588.073
-215.7974,-10049365.07
54.6939,163612.5739
472.121,105234939.3
-922.6797,-785512132.5
254.4114,16466818.69
406.2189,67031722.17
-137.1837,-2581710.472
-513.976,-135777722.8
-356.3637,-45256438.97
-42.4352,-76415.02511
225.0624,11400104.63
-280.4597,-22060299.05
-191.3653,-7007927.04
-82.7261,-566144.9684
-473.6391,-106253352.5
691.5243,330690970.9
-763.1146,-444395126.8
742.608,409523539.8
-171.8097,-5071577.174
971.7937,917745445.3
536.9376,154800176.6
-837.1409,-586672433.4
-831.7343,-575378772.4
-136.3093,-2532657.5
-523.0516,-143098013.5
-306.5514,-28807787.95
-58.0746,-195865.832
243.6708,14468065.54
499.9052,124928913.5
237.8955,13463521.9
-477.4141,-108814237.7
-969.6387,-911653538.3
216.8569,10198111.02
-959.2652,-882705979.6
-594.7289,-210357077.6
-2.713,-19.9686811
-2.9777,-26.40236452
722.0572,376456507.4
-505.1821,-128926995.4
888.8036,702129814.7
-450.0274,-91141646.51
223.2802,11131421.74
-374.6245,-52576119.51
856.8856,629170763.7
-840.4208,-593595195.7
503.6829,127782570.6
-209.791,-9233376.81
596.7783,212539213.4
-55.1428,-167674.2776
-469.236,-103317519.8
-360.8187,-46975035
-228.2491,-11891242.1
-387.8075,-58324175.97
-796.0369,-504428480.5
-196.5068,-7588094.842
241.1051,14015841.93
-670.6064,-301580378.2
117.7169,1631234.696
-471.5042,-104823027
828.2204,568116980.8
-433.9327,-81708480.82
763.1658,444484580.8
-143.3077,-2943124.118
-436.6654,-83261905.06
-516.8082,-138034672
413.7351,70821822.73
326.3777,34766536.91
-449.9617,-91101734.73
-265.2399,-18660211.7
-706.7908,-353079630.6
917.7527,772995583.5
675.9522,308850250.3
-121.3108,-1785247.363
-209.0219,-9132199.142
-610.1957,-227199530
-935.4784,-818655704.8
681.1489,316028448.3
387.785,58314024.92
-225.3645,-11446073.17
740.3309,405767845.6
-135.4768,-2486536.22
-413.9106,-70911985.52
-633.2206,-253901405.4
-886.936,-697713054.3
952.436,863987396.6
471.1241,104569724.2
159.2665,4039925.056
-411.6335,-69748060.45
-520.7566,-141222647.4
568.4915,183726552.8
-374.8973,-52691060.3
303.7038,28012423.13
-232.1549,-12512196.72
-426.1615,-77396734.46
-569.3651,-184574852
-420.9765,-74605966.21
50.6671,130070.3002
-574.3894,-189504379
767.959,452912287.5
-156.7198,-3849210.008
-755.124,-430580959.1
-267.8934,-19225871.82
387.9638,58394724.45
782.2432,478658074.7
638.7843,260652983.7
646.5223,270240557.3
-928.3209,-800008100.6
420.8411,74534002.1
-966.8457,-903798279.4
-29.4672,-25586.83758
580.9694,196091954.5
-445.4292,-88376347.99
779.7372,474072499
-720.86,-374587070.2
200.2631,8031613.551
957.3685,877480354
431.2844,80221586.89
-38.045,-55067.17094
113.7296,1471026.631
538.5189,156171884.2
976.6185,931482801.1
-167.2918,-4681919.714
-96.0026,-884807.8867
-5.6558,-180.9181469
-910.4469,-754681779
649.0845,273466237.4
-65.7133,-283765.6558
-189.5498,-6810358.776
-433.7803,-81622421.39
581.1379,196262623.1
274.7107,20731309.09
93.5215,817964.3798
378.5482,54245479.98
-401.4478,-64697462.38
-59.7017,-212794.3504
20.8837,9107.985645
-980.6091,-942948029.9
-459.5858,-97073302.52
455.5493,94537943.53
735.437,397774031.1
-866.0795,-649640776.9
655.2069,281277754.9
932.5822,811075654.6
-519.6122,-140293651.2
-806.5327,-524645485.6
-318.3938,-32277047.9
-707.5375,-354199862.4
208.4076,9051918.957
48.9478,117273.4038
-179.6382,-5796903.678
-311.4517,-30211488.08
-410.1754,-69009492.07
684.4818,320690219.5
-401.326,-64638592.26
-294.8198,-25625358.02
-943.1502,-838962566.4
-720.1443,-373472460.3
-884.8899,-692895458
662.938,291352494.8
503.7877,127862349.3
-901.2979,-732158447.5
598.6472,214542267.6
634.8935,255919066.2
553.8969,169936552.5
41.4008,70962.05758
